COD,REF,Regiao,Estado,Area_Estudo,Referencia,Longitude,Latitude,n_amostral,Especie,Nome comum,ID,Ano_Coleta,Forma_Coleta,Sexo,Maturidade,"Estagio
Desenvolvimento",Idade,Idade_Mean,Idade_Median,Idade_SD,Idade_Min,Idade_Max,Comp_cm,Comp_Mean,Comp_Median,Comp_SD,Comp_Min,Comp_Max,Peso_Kg,Tecido,Lipidios_%,Lipidios_Mean,Lipidios_Median,Lipidios_SD,Lipidios_Min,Lipidios_Max,∑PCBs_ng/g,∑PCBs_Mean,∑PCBs_Median,∑PCBs_SD,∑PCBs_Min,∑PCBs_Max,∑DDTs_ng/g,∑DDTs_Mean,∑DDTs_Median,∑DDTs_SD,∑DDTs_Min,∑DDTs_Max,Drins_ng/g,Drins_Mean,Drins_Median,Drins_SD,Drins_Min,Drins_Max,CHLs_ng/g,CHLs_Mean,CHLs_Median,CHLs_SD,CHLs_Min,CHLs_Max,Heptacloro_ng/g,Heptacloro_Mean,Heptacloro_Median,Heptacloro_SD,Heptacloro_Min,Heptacloro_Max,∑HCH_ng/g,∑HCH_Mean,∑HCH_Median,∑HCH_SD,∑HCH_Min,∑HCH_Max,HCB_ng/g,HCB_Mean,HCB_Median,HCB_SD,HCB_Min.,HCB_Max,Mirex_ng/g,Mirex_Mean,Mirex_Median,Mirex_SD,Mirex_Min,Mirex_Max,Obs
A123,POP08,SE,SP,Ubatuba-SP,Alonso et al. 2010,45°08'W,22°53'S,3,Sotalia guianensis,Guiana Dolphin,NA,2004/05,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,186,NA,Blubber,NA,NA,NA,NA,20,33,NA,47780,NA,NA,25870,66030,NA,34030,NA,NA,16910,48040,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,300,390,NA,80,NA,NA,50,130,NA,70,NA,NA,60,70,NA,110,NA,NA,80,140,NA,1260,NA,NA,570,1870,Heptacloro epoxi
A124,POP09,SE,RJ,Litoral norte do Rio de Janeiro- RJ,Quinete et al. 2011,40.959952W,21.919362S,10,Sotalia guianensis,Guiana Dolphin,NA,NA,Encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,68,198,NA,Liver,NA,NA,NA,NA,NA,NA,NA,24312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dados em peso lipidico/ localização próxima a Campos dos Goyatacases 
A125,POP09,SE,RJ,Litoral norte do Rio de Janeiro- RJ,Quinete et al. 2011,40.959952W,21.919362S,2,Sotalia guianensis,Guiana Dolphin,NA,NA,Encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,68,198,NA,Muscle,NA,NA,NA,NA,NA,NA,NA,41539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dados em peso lipidico/ localização próxima a Campos dos Goyatacases 
A126,POP10,SE,SP,Praia Grande- SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb01,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,Blubber,96,NA,NA,NA,NA,NA,4832,NA,NA,NA,NA,NA,1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A127,POP10,SE,SP,Praia Grande- SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb02,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,Blubber,91,NA,NA,NA,NA,NA,4033,NA,NA,NA,NA,NA,1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A128,POP10,SE,SP,Praia Grande- SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb03,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,Blubber,80,NA,NA,NA,NA,NA,1421,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A129,POP10,SE,SP,Praia Grande- SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb04,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,Blubber,70,NA,NA,NA,NA,NA,5849,NA,NA,NA,NA,NA,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A130,POP10,SE,SP,Praia Grande- SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb05,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,Blubber,66,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A131,POP10,SE,SP,Ubatuba-SP,Lailson-Brito et al. 2011,45.051674W,23.436668S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb06,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,Blubber,86,NA,NA,NA,NA,NA,3709,NA,NA,NA,NA,NA,1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A132,POP10,SE,SP,Praia Grande - SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb07,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,Blubber,85,NA,NA,NA,NA,NA,3306,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A133,POP10,SE,SP,Praia Grande - SP,Lailson-Brito et al. 2011,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb08,NA,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,Blubber,96,NA,NA,NA,NA,NA,1480,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A134,POP10,SE,SP,Iguape - SP,Lailson-Brito et al. 2011,47.554695W,24.710313S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb09,NA,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,Blubber,17,NA,NA,NA,NA,NA,3641,NA,NA,NA,NA,NA,5811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A135,POP10,S,PR,Pontal do Sul - PR,Lailson-Brito et al. 2011,48.347351W,25.581063S,1,Pontoporia blainvillei,Franciscana Dolphin,Pb10,NA,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,Blubber,NA,65,NA,NA,NA,NA,996,NA,NA,NA,NA,NA,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A136,POP10,SE/S,SP/PR,São Paulo/Paraná,Lailson-Brito et al. 2011,NA,NA,10,Pontoporia blainvillei,Franciscana Dolphin,NA,NA,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,82.5,82.5,82.5,23.46,17,96,NA,3017.6,3473.5,1723.56,909,5749,NA,1545.5,1225.5,1599.4,264,5811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,34,18.32,10,61,NA,NA,NA,NA,NA,NA,
A137,POP11,S,PR,Paraná,Leonel et al. 2012,48°16'W,25°59'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 164,2004/07,Captura incidental,F,NA,NA,9,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,Blubber,48,NA,NA,NA,NA,NA,774.4,NA,NA,NA,NA,NA,79.2,NA,NA,NA,NA,NA,"<2,11",NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,"<2,01",NA,NA,NA,NA,NA,74.3,NA,NA,NA,NA,NA,lactante
A138,POP11,S,PR,Paraná,Leonel et al. 2012,48°16'W,25°59'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 165,2004/07,Captura incidental,F,NA,NA,7,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,Blubber,73,NA,NA,NA,NA,NA,4718,NA,NA,NA,NA,NA,1982,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,
A139,POP11,SE,SP,São Paulo ,Leonel et al. 2012,47°36'W,24°56'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 198,2004/07,Captura incidental,F,NA,NA,0,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,Blubber,78,NA,NA,NA,NA,NA,11444,NA,NA,NA,NA,NA,3240,NA,NA,NA,NA,NA,"<2,11",NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,
A140,POP11,SE,SP,São Paulo ,Leonel et al. 2012,47°36'W,24°56'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 199,2004/07,Captura incidental,M,NA,NA,0,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,Blubber,40,NA,NA,NA,NA,NA,23659,NA,NA,NA,NA,NA,6854,NA,NA,NA,NA,NA,"<2,11",NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,59.4,NA,NA,NA,NA,NA,673,NA,NA,NA,NA,NA,
A141,POP11,S,PR,Paraná,Leonel et al. 2012,47°32'W,25°56'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 205,2004/07,Captura incidental,M,NA,NA,1,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,Blubber,74,NA,NA,NA,NA,NA,5922,NA,NA,NA,NA,NA,1882,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,"7.,1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,35.1,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,
A142,POP11,S,SC,Santa Catarina,Leonel et al. 2012,47°39'W,26°06'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 209,2004/07,Captura incidental,F,NA,NA,2,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,Blubber,83,NA,NA,NA,NA,NA,4804,NA,NA,NA,NA,NA,1295,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,"<2,15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,
A143,POP11,S,PR,Paraná,Leonel et al. 2012,47°46'W,25°16'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 249,2004/07,Captura incidental,F,NA,NA,3,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,Blubber,44,NA,NA,NA,NA,NA,3682,NA,NA,NA,NA,NA,973,NA,NA,NA,NA,NA,"<2,11",NA,NA,NA,NA,NA,"<2,15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<2,22",NA,NA,NA,NA,NA,"<2,01",NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,
A144,POP11,NA,NA,NA,Leonel et al. 2012,NA,NA,1,Stenella frontalis,Atlantic spotted dolphin,PA 254,2004/07,Captura incidental,F,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,Blubber,59,NA,NA,NA,NA,NA,20789,NA,NA,NA,NA,NA,4938,NA,NA,NA,NA,NA,"<2,11",NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,413,NA,NA,NA,NA,NA,
A145,POP11,SE,SP,São Paulo ,Leonel et al. 2012,47°47'W,25°08'S,1,Stenella frontalis,Atlantic spotted dolphin,PA 264,2004/07,Captura incidental,M,NA,NA,7,NA,NA,NA,NA,NA,175.5,NA,NA,NA,NA,NA,NA,Blubber,59,NA,NA,NA,NA,NA,8609,NA,NA,NA,NA,NA,3826,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<2,22",NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,
A146,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Steno bredanensis,Rough-toothed dolphin,Sb#1,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,Blubber,43,NA,NA,NA,NA,NA,790,NA,NA,NA,NA,NA,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A147,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Steno bredanensis,Rough-toothed dolphin,Sb#2,2000/2005,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,Blubber,6,NA,NA,NA,NA,NA,119300,NA,NA,NA,NA,NA,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A148,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Steno bredanensis,Rough-toothed dolphin,Sb#3,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,NA,NA,Blubber,7,NA,NA,NA,NA,NA,139000,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A149,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,3,Steno bredanensis,Rough-toothed dolphin,NA,2000/2005,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,18,NA,21,NA,NA,NA,86400,NA,74800,NA,NA,NA,26400,NA,24300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,
A150,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Tursiops truncatus,Bottlenose dolphin,Tt#1,2000/2005,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,Blubber,31,NA,NA,NA,NA,NA,13500,NA,NA,NA,NA,NA,4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A151,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Tursiops truncatus,Bottlenose dolphin,Tt#2,2000/2005,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,Blubber,36,NA,NA,NA,NA,NA,10100,NA,NA,NA,NA,NA,5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A152,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,2,Tursiops truncatus,Bottlenose dolphin,NA,2000/2005,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,33,NA,3,NA,NA,NA,11800,NA,2400,NA,NA,NA,5000,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,
A153,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Delphinus delphis,Long-beaked common dolphin,Dc#1,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,Blubber,57,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delphinus capensis
A154,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Delphinus delphis,Long-beaked common dolphin,Dc#2,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,Blubber,22,NA,NA,NA,NA,NA,1770,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delphinus capensis
A155,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Delphinus delphis,Long-beaked common dolphin,Dc#3,2000/2005,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,Blubber,6,NA,NA,NA,NA,NA,25500,NA,NA,NA,NA,NA,75600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delphinus capensis
A156,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Delphinus delphis,Long-beaked common dolphin,Dc#4,2000/2005,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,Blubber,82,NA,NA,NA,NA,NA,3790,NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delphinus capensis
A157,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,4,Delphinus delphis,Long-beaked common dolphin,NA,2000/2005,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,41,NA,34,NA,NA,NA,8400,NA,1100,NA,NA,NA,2400,NA,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,Delphinus capensis
A158,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Orcinus orca,Killer whale,Oo#1,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA,NA,NA,NA,NA,Blubber,44,NA,NA,NA,NA,NA,257200,NA,NA,NA,NA,NA,125600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A159,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Pseudorca crassidens,False killer whale,Pc#1,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,Blubber,18,NA,NA,NA,NA,NA,63700,NA,NA,NA,NA,NA,17900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A160,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Lagenodelphis hosei,Fraser's dolphin,Lh#1,2000/2005,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,Blubber,15,NA,NA,NA,NA,NA,630,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A161,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Lagenodelphis hosei,Fraser's dolphin,Lh#2,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,Blubber,13,NA,NA,NA,NA,NA,850,NA,NA,NA,NA,NA,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A162,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Lagenodelphis hosei,Fraser's dolphin,Lh#3,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,Blubber,12,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A163,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,1,Lagenodelphis hosei,Fraser's dolphin,Lh#4,2000/2005,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,Blubber,27,NA,NA,NA,NA,NA,4370,NA,NA,NA,NA,NA,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A164,POP12,SE,RJ,Rio de Janeiro,Lailson-Brito et al. 2012,41.790222W,22.861498S,4,Lagenodelphis hosei,Fraser's dolphin,NA,2000/2005,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,16,NA,6,NA,NA,NA,1600,NA,1800,NA,NA,NA,990,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,
A165,POP13,NE,CE,Ceará (Região 1),Santos-Neto 2014,39.383684W,3.147511S,1,Sotalia guianensis,Guiana Dolphin,Sg #01,2009,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,Blubber,29,NA,NA,NA,NA,NA,3850,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,
